sample_collection_date,lineage_name,who_name
2022-02-22,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-23,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-23,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-23,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-24,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-24,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-24,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-24,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-24,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-24,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-25,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-25,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-25,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-28,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-28,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-23,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-23,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-23,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-23,AY.36 (VOC Delta),Delta_VOC
2022-02-24,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-28,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-28,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-28,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-28,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-28,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-28,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-28,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-15,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-15,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-15,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-15,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-15,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-16,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-16,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-16,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-16,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-16,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-16,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-15,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-14,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-14,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
