sequence_name,sample_date,epi_week,epi_date,lineage
England/LSPA-3173FE3/2022,2022-01-06,106,2022-01-02,AY.4.2.1
England/PHEC-4W0B0Z4E/2022,2022-01-05,106,2022-01-02,AY.4.2.1
England/NORW-3147CD5/2022,2022-01-05,106,2022-01-02,AY.4.2.1
Scotland/SCOT-3190/2022,2022-01-05,106,2022-01-02,AY.4.2.1
England/PHEC-4P083Z39/2022,2022-01-05,106,2022-01-02,AY.4.2.1
England/ALDP-31C8CCA/2022,2022-01-05,106,2022-01-02,AY.4.2.1
England/QEUH-31CC21F/2022,2022-01-05,106,2022-01-02,AY.4.2.1
England/ALDP-31BDC9B/2022,2022-01-05,106,2022-01-02,AY.4.2.1
England/MILK-31746FC/2022,2022-01-05,106,2022-01-02,AY.4.2.1
England/MILK-31982D0/2022,2022-01-05,106,2022-01-02,AY.4.2.1
England/PLYM-3193A46/2022,2022-01-05,106,2022-01-02,AY.4.2.1
England/ALDP-3152B6E/2022,2022-01-05,106,2022-01-02,AY.4.2.1
England/NEWC-3134B80/2022,2022-01-05,106,2022-01-02,AY.4.2.1
England/ALDP-3151A26/2022,2022-01-05,106,2022-01-02,AY.4.2.1
England/PHEC-4U0A6Z4D/2022,2022-01-04,106,2022-01-02,AY.4.2.1
England/PHEC-YYB6SIB/2022,2022-01-04,106,2022-01-02,AY.4.2.1
England/PHEC-YYB6SUF/2022,2022-01-04,106,2022-01-02,AY.4.2.1
Wales/PHWC-P8D8JY/2022,2022-01-04,106,2022-01-02,AY.4.2.1
Wales/PHWC-P8YSI6/2022,2022-01-04,106,2022-01-02,AY.4.2.1
England/QEUH-317E12E/2022,2022-01-04,106,2022-01-02,AY.4.2.1
England/MILK-3153110/2022,2022-01-04,106,2022-01-02,AY.4.2.1
England/MILK-3129F73/2022,2022-01-04,106,2022-01-02,AY.4.2.1
England/MILK-3129E85/2022,2022-01-04,106,2022-01-02,AY.4.2.1
England/ALDP-3125DE6/2022,2022-01-04,106,2022-01-02,AY.4.2.1
England/PLYM-3119FEF/2022,2022-01-04,106,2022-01-02,AY.4.2.1
England/MILK-310F122/2022,2022-01-04,106,2022-01-02,AY.4.2.1
England/MILK-3107922/2022,2022-01-04,106,2022-01-02,AY.4.2.1
Wales/MILK-310B2F6/2022,2022-01-04,106,2022-01-02,AY.4.2.1
England/PHEC-YYNFKS7/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/PHEC-4R042ZC7/2022,2022-01-03,106,2022-01-02,AY.4.2.1
Wales/PHWC-P8MFQE/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/QEUH-319D36F/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/QEUH-317E04F/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/PHEC-4M055ZAF/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/MILK-30E9BF4/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/MILK-30E9B5E/2022,2022-01-03,106,2022-01-02,AY.4.2.1
Northern_Ireland/NIRE-017ef0/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/QEUH-31542B2/2022,2022-01-03,106,2022-01-02,AY.4.2.1
Wales/MILK-31150D1/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/PLYM-31148BC/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/ALDP-31238E7/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/MILK-30F9E16/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/MILK-3109BEE/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/DHSC-CYDUBRB/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/MILK-30EE342/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/MILK-30EF6FD/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/NEWC-30ECB2E/2022,2022-01-03,106,2022-01-02,AY.4.2.1
Wales/MILK-30DFEF8/2022,2022-01-03,106,2022-01-02,AY.4.2.1
England/PHEP-YYD1N3D/2022,2022-01-02,106,2022-01-02,AY.4.2.1
Wales/PHWC-P8RDZF/2022,2022-01-02,106,2022-01-02,AY.4.2.1
Wales/PHWC-P8D9PY/2022,2022-01-02,106,2022-01-02,AY.4.2.1
England/PHEC-YYBHIWE/2022,2022-01-02,106,2022-01-02,AY.4.2.1
England/PHEC-4M072Z6A/2022,2022-01-02,106,2022-01-02,AY.4.2.1
England/NEWC-30F02C8/2022,2022-01-02,106,2022-01-02,AY.4.2.1
Wales/PHWC-PG7GS1/2022,2022-01-02,106,2022-01-02,AY.4.2.1
Wales/PHWC-PG7DU5/2022,2022-01-02,106,2022-01-02,AY.4.2.1
Wales/PHWC-PG7RXD/2022,2022-01-02,106,2022-01-02,AY.4.2.1
England/PLYM-312BACB/2022,2022-01-02,106,2022-01-02,AY.4.2.1
England/MILK-30BC574/2022,2022-01-02,106,2022-01-02,AY.4.2.1
England/MILK-30B6835/2022,2022-01-02,106,2022-01-02,AY.4.2.1
Wales/PHWC-PGH57T/2022,2022-01-01,105,2021-12-26,AY.4.2.1
England/PLYM-310A5A3/2022,2022-01-01,105,2021-12-26,AY.4.2.1
England/PHWC-PGHDPK/2022,2022-01-01,105,2021-12-26,AY.4.2.1
England/MILK-30D92F2/2022,2022-01-01,105,2021-12-26,AY.4.2.1
England/ALDP-30CE22D/2022,2022-01-01,105,2021-12-26,AY.4.2.1
England/NORT-YBOTGB/2021,2021-12-31,105,2021-12-26,AY.4.2.1
England/PHEC-YYB5951/2021,2021-12-31,105,2021-12-26,AY.4.2.1
Wales/PHWC-P8YOE9/2021,2021-12-31,105,2021-12-26,AY.4.2.1
Wales/PHWC-PG597X/2021,2021-12-31,105,2021-12-26,AY.4.2.1
Wales/PHWC-PG56A4/2021,2021-12-31,105,2021-12-26,AY.4.2.1
Wales/PHWC-PG59XC/2021,2021-12-31,105,2021-12-26,AY.4.2.1
England/ALDP-30C8AB2/2021,2021-12-31,105,2021-12-26,AY.4.2.1
England/ALDP-30C55C3/2021,2021-12-31,105,2021-12-26,AY.4.2.1
Scotland/ALDP-3096868/2021,2021-12-31,105,2021-12-26,AY.4.2.1
England/DHSC-CYY9IXN/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/DHSC-CYNZFZX/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/NORW-313F8CB/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/DHSC-CYNAE1W/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/NORW-312F607/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/NORW-313027B/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/PHEC-4L0BEZ62/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/PHEC-YYB4CZX/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/ALDP-311FCF1/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/ALDP-312254B/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/NORT-YBMU59/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/NORT-YBMWHH/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/PHEC-4H0B3ZDC/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/PHEP-YYD8KZS/2021,2021-12-30,105,2021-12-26,AY.4.2.1
Scotland/SCOT-2753/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/ALDP-30E6614/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/QEUH-30DD452/2021,2021-12-30,105,2021-12-26,AY.4.2.1
Wales/ALDP-30E820F/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/ALDP-30F469B/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/QEUH-3073AB6/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/NEWC-3079142/2021,2021-12-30,105,2021-12-26,AY.4.2.1
Scotland/QEUH-308038E/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/ALDP-3084566/2021,2021-12-30,105,2021-12-26,AY.4.2.1
Wales/MILK-3075F1F/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/PHEC-YYBAQII/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/PHEC-3Z088Z0D/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/PHEC-3Z084Z09/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/NORT-YBJ5BO/2021,2021-12-30,105,2021-12-26,AY.4.2.1
England/NORW-315925A/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/DHSC-CYY9ZRS/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/PHEC-YYNAJQE/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/DHSC-CYNJ47M/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/DHSC-CYYKAXK/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/DHSC-CYB7J3H/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/DHSC-CYDYSMF/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/DHSC-CYBUNXC/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/DHSC-CYDSDYB/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/PHEP-YYDCPIP/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/PHEP-YYDKZK6/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/ALDP-3125153/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/NORT-YBMOMD/2021,2021-12-29,105,2021-12-26,AY.4.2.1
Wales/PHWC-PG5PMG/2021,2021-12-29,105,2021-12-26,AY.4.2.1
Wales/PHWC-PG5QJJ/2021,2021-12-29,105,2021-12-26,AY.4.2.1
Wales/PHWC-PG37DK/2021,2021-12-29,105,2021-12-26,AY.4.2.1
Wales/PHWC-PG3KGZ/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/ALDP-30E9CE2/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/PHEC-YYBA9IR/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/ALDP-30BDB80/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/ALDP-30B49E9/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/MILK-30A5A24/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/MILK-30A5D0D/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/PHEC-YYB3DE3/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/QEUH-30ACAE1/2021,2021-12-29,105,2021-12-26,AY.4.2.1
Scotland/QEUH-3072ECA/2021,2021-12-29,105,2021-12-26,AY.4.2.1
Scotland/QEUH-3073236/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/ALDP-308716F/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/QEUH-30ACF97/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/LSPA-3094105/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/LSPA-3095D6A/2021,2021-12-29,105,2021-12-26,AY.4.2.1
Scotland/QEUH-3087F56/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/PHEC-4G053Z2D/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/ALDP-306C3B5/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/ALDP-306D3E1/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/NEWC-307917F/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/MILK-30653DA/2021,2021-12-29,105,2021-12-26,AY.4.2.1
Scotland/QEUH-307C59E/2021,2021-12-29,105,2021-12-26,AY.4.2.1
Scotland/QEUH-30621A6/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/ALDP-3064308/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/MILK-3059C0B/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/BRBR-303FA7A/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/BRBR-303FA89/2021,2021-12-29,105,2021-12-26,AY.4.2.1
England/MILK-3052A35/2021,2021-12-29,105,2021-12-26,AY.4.2.1
Wales/PHWC-P88UJC/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/NORW-3123F15/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/PHEP-YYDG54B/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/LSPA-30A3507/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/LSPA-30A372F/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/QEUH-30AD0DF/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/QEUH-308CEFA/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/ALDP-3058598/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/QEUH-305DBFB/2021,2021-12-28,105,2021-12-26,AY.4.2.1
Scotland/QEUH-304E98A/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/ALDP-304DB76/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/BRBR-304D4E4/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/LSPA-30608D0/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/ALDP-30438F1/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/MILK-3051A63/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/MILK-303A9AF/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/MILK-3024EE5/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/MILK-3024EF4/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/MILK-301FB04/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/MILK-302D444/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/MILK-30396C7/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/PHEC-4H071Z7C/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/NORT-YBJEMX/2021,2021-12-28,105,2021-12-26,AY.4.2.1
England/DHSC-CYNUPWI/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/DHSC-CYBRWKD/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/DHSC-CYBG1JD/2021,2021-12-27,105,2021-12-26,AY.4.2.1
Wales/PHWC-P88R9Q/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/NORW-313025F/2021,2021-12-27,105,2021-12-26,AY.4.2.1
Wales/PHWC-PG9O54/2021,2021-12-27,105,2021-12-26,AY.4.2.1
Wales/PHWC-PGAOO6/2021,2021-12-27,105,2021-12-26,AY.4.2.1
Wales/PHWC-PGAQB9/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/PHEP-YYDGTEO/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/LSPA-30C9C15/2021,2021-12-27,105,2021-12-26,AY.4.2.1
Wales/PHWC-PGZDJH/2021,2021-12-27,105,2021-12-26,AY.4.2.1
Scotland/NEWC-3054C1F/2021,2021-12-27,105,2021-12-26,AY.4.2.1
Scotland/DHSC-CYB1OQN/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/PLYM-3023E04/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/ALDP-3022B1D/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/PLYM-3026A85/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/ALDP-302A9B1/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/QEUH-3030736/2021,2021-12-27,105,2021-12-26,AY.4.2.1
Scotland/NEWC-302112B/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/ALDP-302CA07/2021,2021-12-27,105,2021-12-26,AY.4.2.1
Scotland/NEWC-3021307/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/MILK-301DF28/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/MILK-301D456/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/MILK-301DF73/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/MILK-301DF46/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/MILK-300DF58/2021,2021-12-27,105,2021-12-26,AY.4.2.1
Wales/MILK-3001ABD/2021,2021-12-27,105,2021-12-26,AY.4.2.1
Wales/MILK-3017B2A/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/NEWC-3004B11/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/MILK-30126C4/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/MILK-3010848/2021,2021-12-27,105,2021-12-26,AY.4.2.1
England/DHSC-CYYNZCB/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/DHSC-CYY9T5P/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/NORW-312D627/2021,2021-12-26,105,2021-12-26,AY.4.2.1
Wales/PHWC-P8EJCQ/2021,2021-12-26,105,2021-12-26,AY.4.2.1
Wales/PHWC-P88E4W/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/PHEP-YYDKIUP/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/PHEP-YYDCFU3/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/NORT-YBKKQF/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/PHEP-YYDEJD6/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/LSPA-306A250/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/PHEC-YYBAN6X/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/PLYM-3026A3A/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/DHSC-CYN6KG9/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/DHSC-CYN7QAA/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/DHSC-CYYEWM4/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/MILK-300A4B6/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/MILK-300C618/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/MILK-301CE59/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/ALDP-3014659/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/ALDP-3018A3B/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/MILK-300BFB4/2021,2021-12-26,105,2021-12-26,AY.4.2.1
Wales/MILK-301AA75/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/QEUH-3000070/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/MILK-2FE96AC/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/MILK-2FF9D3B/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/NORT-YBEO4K/2021,2021-12-26,105,2021-12-26,AY.4.2.1
England/PHEC-YYNIXNY/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/DHSC-CYBHRH7/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/DHSC-CYBRMMK/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/DHSC-CYYFJYB/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/DHSC-CYD5MQU/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/PHWC-P88XU5/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/PHEC-YYBAIMD/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/DHSC-CYNCFOW/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/MILK-2FF5054/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/MILK-2FF0A88/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/NEWC-2FD5175/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/DHSC-CYNIIK6/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/NORT-YBEQCJ/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/NORT-YBEQR3/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/NORT-YBEM7J/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/NORT-YBEKG3/2021,2021-12-25,104,2021-12-19,AY.4.2.1
England/LOND-YYBD3D4/2021,2021-12-24,104,2021-12-19,AY.4.2.1
England/DHSC-CYDADGT/2021,2021-12-24,104,2021-12-19,AY.4.2.1
England/DHSC-CYN31K3/2021,2021-12-24,104,2021-12-19,AY.4.2.1
Wales/PHWC-P88EZ4/2021,2021-12-24,104,2021-12-19,AY.4.2.1
England/DHSC-CYB9UCJ/2021,2021-12-24,104,2021-12-19,AY.4.2.1
England/DHSC-CYYTRYP/2021,2021-12-24,104,2021-12-19,AY.4.2.1
England/DHSC-CYN6Z99/2021,2021-12-24,104,2021-12-19,AY.4.2.1
England/PHEP-YYD8U7B/2021,2021-12-24,104,2021-12-19,AY.4.2.1
England/NORW-310E8A4/2021,2021-12-24,104,2021-12-19,AY.4.2.1
England/NORT-YBG1KP/2021,2021-12-24,104,2021-12-19,AY.4.2.1
